Area code,Area,Year,Series,System of trade,Value,Source
5,South America,1995,Imports CIF (millions of US dollars),,134476,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2005,Imports CIF (millions of US dollars),,211711,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2010,Imports CIF (millions of US dollars),,448308,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2015,Imports CIF (millions of US dollars),,480665,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2020,Imports CIF (millions of US dollars),,403832,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2021,Imports CIF (millions of US dollars),,577727,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2022,Imports CIF (millions of US dollars),,718408,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,1995,Exports FOB (millions of US dollars),,127771,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2005,Exports FOB (millions of US dollars),,315113,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2010,Exports FOB (millions of US dollars),,524502,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2015,Exports FOB (millions of US dollars),,462776,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2020,Exports FOB (millions of US dollars),,462397,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2021,Exports FOB (millions of US dollars),,619004,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2022,Exports FOB (millions of US dollars),,733230,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,1995,Balance imports/exports (millions of US dollars),,-6706,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2005,Balance imports/exports (millions of US dollars),,103402,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2010,Balance imports/exports (millions of US dollars),,76194,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2015,Balance imports/exports (millions of US dollars),,-17888,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2020,Balance imports/exports (millions of US dollars),,58565,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2021,Balance imports/exports (millions of US dollars),,41277,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
5,South America,2022,Balance imports/exports (millions of US dollars),,14822,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,1995,Imports CIF (millions of US dollars),,1500432,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2005,Imports CIF (millions of US dollars),,3172210,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2010,Imports CIF (millions of US dollars),,5459724,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2015,Imports CIF (millions of US dollars),,6213020,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2020,Imports CIF (millions of US dollars),,6788703,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2021,Imports CIF (millions of US dollars),,8779785,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2022,Imports CIF (millions of US dollars),,9755678,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,1995,Exports FOB (millions of US dollars),,1557385,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2005,Exports FOB (millions of US dollars),,3569857,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2010,Exports FOB (millions of US dollars),,5896164,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2015,Exports FOB (millions of US dollars),,6827734,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2020,Exports FOB (millions of US dollars),,7447468,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2021,Exports FOB (millions of US dollars),,9539611,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2022,Exports FOB (millions of US dollars),,10619006,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,1995,Balance imports/exports (millions of US dollars),,56953,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2005,Balance imports/exports (millions of US dollars),,397647,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2010,Balance imports/exports (millions of US dollars),,436440,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2015,Balance imports/exports (millions of US dollars),,614714,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2020,Balance imports/exports (millions of US dollars),,658765,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2021,Balance imports/exports (millions of US dollars),,759826,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
142,Asia,2022,Balance imports/exports (millions of US dollars),,863328,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,1995,Imports CIF (millions of US dollars),,9375,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2005,Imports CIF (millions of US dollars),,25644,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2010,Imports CIF (millions of US dollars),,40985,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2015,Imports CIF (millions of US dollars),,53082,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2020,Imports CIF (millions of US dollars),,68716,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2021,Imports CIF (millions of US dollars),,79134,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2022,Imports CIF (millions of US dollars),,96692,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,1995,Exports FOB (millions of US dollars),,10782,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2005,Exports FOB (millions of US dollars),,36890,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2010,Exports FOB (millions of US dollars),,74961,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2015,Exports FOB (millions of US dollars),,64827,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2020,Exports FOB (millions of US dollars),,69920,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2021,Exports FOB (millions of US dollars),,87991,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2022,Exports FOB (millions of US dollars),,116177,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,1995,Balance imports/exports (millions of US dollars),,1407,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2005,Balance imports/exports (millions of US dollars),,11246,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2010,Balance imports/exports (millions of US dollars),,33976,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2015,Balance imports/exports (millions of US dollars),,11746,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2020,Balance imports/exports (millions of US dollars),,1204,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2021,Balance imports/exports (millions of US dollars),,8858,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
143,Central Asia,2022,Balance imports/exports (millions of US dollars),,19485,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,1995,Imports CIF (millions of US dollars),,804190,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2005,Imports CIF (millions of US dollars),,1744378,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2010,Imports CIF (millions of US dollars),,2967424,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2015,Imports CIF (millions of US dollars),,3317929,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2020,Imports CIF (millions of US dollars),,3763398,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2021,Imports CIF (millions of US dollars),,4811318,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2022,Imports CIF (millions of US dollars),,5041360,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,1995,Exports FOB (millions of US dollars),,894718,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2005,Exports FOB (millions of US dollars),,1937757,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2010,Exports FOB (millions of US dollars),,3219271,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2015,Exports FOB (millions of US dollars),,3942643,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2020,Exports FOB (millions of US dollars),,4303409,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2021,Exports FOB (millions of US dollars),,5445569,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2022,Exports FOB (millions of US dollars),,5648849,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,1995,Balance imports/exports (millions of US dollars),,90528,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2005,Balance imports/exports (millions of US dollars),,193379,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2010,Balance imports/exports (millions of US dollars),,251847,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2015,Balance imports/exports (millions of US dollars),,624714,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2020,Balance imports/exports (millions of US dollars),,540011,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2021,Balance imports/exports (millions of US dollars),,634251,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
30,Eastern Asia,2022,Balance imports/exports (millions of US dollars),,607489,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,1995,Imports CIF (millions of US dollars),,353943,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2005,Imports CIF (millions of US dollars),,584010,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2010,Imports CIF (millions of US dollars),,953410,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2015,Imports CIF (millions of US dollars),,1100730,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2020,Imports CIF (millions of US dollars),,1273284,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2021,Imports CIF (millions of US dollars),,1622792,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2022,Imports CIF (millions of US dollars),,1903794,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,1995,Exports FOB (millions of US dollars),,320454,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2005,Exports FOB (millions of US dollars),,655071,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2010,Exports FOB (millions of US dollars),,1054178,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2015,Exports FOB (millions of US dollars),,1172850,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2020,Exports FOB (millions of US dollars),,1395372,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2021,Exports FOB (millions of US dollars),,1717151,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2022,Exports FOB (millions of US dollars),,1957818,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,1995,Balance imports/exports (millions of US dollars),,-33489,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2005,Balance imports/exports (millions of US dollars),,71061,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2010,Balance imports/exports (millions of US dollars),,100767,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2015,Balance imports/exports (millions of US dollars),,72119,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2020,Balance imports/exports (millions of US dollars),,122087,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2021,Balance imports/exports (millions of US dollars),,94359,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
35,South-eastern Asia,2022,Balance imports/exports (millions of US dollars),,54024,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,1995,Imports CIF (millions of US dollars),,74082,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2005,Imports CIF (millions of US dollars),,229179,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2010,Imports CIF (millions of US dollars),,497340,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2015,Imports CIF (millions of US dollars),,559091,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2020,Imports CIF (millions of US dollars),,518742,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2021,Imports CIF (millions of US dollars),,782978,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2022,Imports CIF (millions of US dollars),,956312,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,1995,Exports FOB (millions of US dollars),,65912,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2005,Exports FOB (millions of US dollars),,193182,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2010,Exports FOB (millions of US dollars),,354892,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2015,Exports FOB (millions of US dollars),,390610,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2020,Exports FOB (millions of US dollars),,355613,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2021,Exports FOB (millions of US dollars),,497401,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2022,Exports FOB (millions of US dollars),,564666,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,1995,Balance imports/exports (millions of US dollars),,-8171,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2005,Balance imports/exports (millions of US dollars),,-35997,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2010,Balance imports/exports (millions of US dollars),,-142448,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2015,Balance imports/exports (millions of US dollars),,-168481,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2020,Balance imports/exports (millions of US dollars),,-163129,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2021,Balance imports/exports (millions of US dollars),,-285576,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
34,Southern Asia,2022,Balance imports/exports (millions of US dollars),,-391646,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,1995,Imports CIF (millions of US dollars),,155335,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2005,Imports CIF (millions of US dollars),,407407,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2010,Imports CIF (millions of US dollars),,749249,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2015,Imports CIF (millions of US dollars),,953680,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2020,Imports CIF (millions of US dollars),,877133,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2021,Imports CIF (millions of US dollars),,1101009,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2022,Imports CIF (millions of US dollars),,1362937,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,1995,Exports FOB (millions of US dollars),,154177,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2005,Exports FOB (millions of US dollars),,557564,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2010,Exports FOB (millions of US dollars),,919156,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2015,Exports FOB (millions of US dollars),,976785,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2020,Exports FOB (millions of US dollars),,975959,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2021,Exports FOB (millions of US dollars),,1343842,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2022,Exports FOB (millions of US dollars),,1831491,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,1995,Balance imports/exports (millions of US dollars),,-1159,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2005,Balance imports/exports (millions of US dollars),,150158,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2010,Balance imports/exports (millions of US dollars),,169907,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2015,Balance imports/exports (millions of US dollars),,23105,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2020,Balance imports/exports (millions of US dollars),,98827,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2021,Balance imports/exports (millions of US dollars),,242833,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
145,Western Asia,2022,Balance imports/exports (millions of US dollars),,468555,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,1995,Imports CIF (millions of US dollars),,2228669,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2005,Imports CIF (millions of US dollars),,4439990,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2010,Imports CIF (millions of US dollars),,5868691,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2015,Imports CIF (millions of US dollars),,5730577,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2020,Imports CIF (millions of US dollars),,6309501,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2021,Imports CIF (millions of US dollars),,7829518,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2022,Imports CIF (millions of US dollars),,8853085,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,1995,Exports FOB (millions of US dollars),,2320042,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2005,Exports FOB (millions of US dollars),,4527059,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2010,Exports FOB (millions of US dollars),,5904975,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2015,Exports FOB (millions of US dollars),,6090837,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2020,Exports FOB (millions of US dollars),,6451399,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2021,Exports FOB (millions of US dollars),,7992205,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2022,Exports FOB (millions of US dollars),,8731155,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,1995,Balance imports/exports (millions of US dollars),,91373,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2005,Balance imports/exports (millions of US dollars),,87068,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2010,Balance imports/exports (millions of US dollars),,36284,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2015,Balance imports/exports (millions of US dollars),,360260,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2020,Balance imports/exports (millions of US dollars),,141898,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2021,Balance imports/exports (millions of US dollars),,162687,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
150,Europe,2022,Balance imports/exports (millions of US dollars),,-121929,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,1995,Imports CIF (millions of US dollars),,161835,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2005,Imports CIF (millions of US dollars),,490657,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2010,Imports CIF (millions of US dollars),,868649,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2015,Imports CIF (millions of US dollars),,847926,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2020,Imports CIF (millions of US dollars),,1075128,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2021,Imports CIF (millions of US dollars),,1367451,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2022,Imports CIF (millions of US dollars),,1369756,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,1995,Exports FOB (millions of US dollars),,176871,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
