Area code,Area,Year,Series,System of trade,Value,Source
800,Uganda,2005,Exports FOB (millions of US dollars),G,813,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2010,Exports FOB (millions of US dollars),G,1619,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2015,Exports FOB (millions of US dollars),G,2267,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2020,Exports FOB (millions of US dollars),G,4149,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2021,Exports FOB (millions of US dollars),G,3966,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2022,Exports FOB (millions of US dollars),G,3551,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,1995,Balance imports/exports (millions of US dollars),G,-462,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2005,Balance imports/exports (millions of US dollars),G,-1241,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2010,Balance imports/exports (millions of US dollars),G,-3046,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2015,Balance imports/exports (millions of US dollars),G,-3261,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2020,Balance imports/exports (millions of US dollars),G,-4102,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2021,Balance imports/exports (millions of US dollars),G,-4958,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
800,Uganda,2022,Balance imports/exports (millions of US dollars),G,-6692,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,1995,Imports CIF (millions of US dollars),G,15484,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2005,Imports CIF (millions of US dollars),G,36122,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2010,Imports CIF (millions of US dollars),G,60737,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2015,Imports CIF (millions of US dollars),G,37516,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2020,Imports CIF (millions of US dollars),G,53675,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2021,Imports CIF (millions of US dollars),G,69963,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2022,Imports CIF (millions of US dollars),G,55224,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,1995,Exports FOB (millions of US dollars),G,13128,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2005,Exports FOB (millions of US dollars),G,34228,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2010,Exports FOB (millions of US dollars),G,51430,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2015,Exports FOB (millions of US dollars),G,38127,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2020,Exports FOB (millions of US dollars),G,49231,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2021,Exports FOB (millions of US dollars),G,65870,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2022,Exports FOB (millions of US dollars),G,44443,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,1995,Balance imports/exports (millions of US dollars),G,-2356,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2005,Balance imports/exports (millions of US dollars),G,-1894,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2010,Balance imports/exports (millions of US dollars),G,-9307,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2015,Balance imports/exports (millions of US dollars),G,611,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2020,Balance imports/exports (millions of US dollars),G,-4444,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2021,Balance imports/exports (millions of US dollars),G,-4093,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
804,Ukraine,2022,Balance imports/exports (millions of US dollars),G,-10781,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,1995,Imports CIF (millions of US dollars),S,20776,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2005,Imports CIF (millions of US dollars),S,80814,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2010,Imports CIF (millions of US dollars),S,187001,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2015,Imports CIF (millions of US dollars),S,287025,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2020,Imports CIF (millions of US dollars),S,246961,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2021,Imports CIF (millions of US dollars),S,347529,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2022,Imports CIF (millions of US dollars),S,424374,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,1995,Exports FOB (millions of US dollars),S,27691,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2005,Exports FOB (millions of US dollars),S,115453,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2010,Exports FOB (millions of US dollars),S,198362,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2015,Exports FOB (millions of US dollars),S,300479,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2020,Exports FOB (millions of US dollars),S,335297,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2021,Exports FOB (millions of US dollars),S,425160,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2022,Exports FOB (millions of US dollars),S,586532,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,1995,Balance imports/exports (millions of US dollars),S,6915,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2005,Balance imports/exports (millions of US dollars),S,34639,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2010,Balance imports/exports (millions of US dollars),S,11361,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2015,Balance imports/exports (millions of US dollars),S,13454,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2020,Balance imports/exports (millions of US dollars),S,88336,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2021,Balance imports/exports (millions of US dollars),S,77631,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
784,United Arab Emirates,2022,Balance imports/exports (millions of US dollars),S,162158,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,1995,Imports CIF (millions of US dollars),G,261456,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2005,Imports CIF (millions of US dollars),G,528461,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2010,Imports CIF (millions of US dollars),G,627618,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2015,Imports CIF (millions of US dollars),G,630251,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2020,Imports CIF (millions of US dollars),G,634175,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2021,Imports CIF (millions of US dollars),G,688237,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2022,Imports CIF (millions of US dollars),G,822055,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,1995,Exports FOB (millions of US dollars),G,234372,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2005,Exports FOB (millions of US dollars),G,392744,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2010,Exports FOB (millions of US dollars),G,422014,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2015,Exports FOB (millions of US dollars),G,466296,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2020,Exports FOB (millions of US dollars),G,395692,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2021,Exports FOB (millions of US dollars),G,470548,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2022,Exports FOB (millions of US dollars),G,532327,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,1995,Balance imports/exports (millions of US dollars),G,-27084,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2005,Balance imports/exports (millions of US dollars),G,-135717,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2010,Balance imports/exports (millions of US dollars),G,-205603,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2015,Balance imports/exports (millions of US dollars),G,-163955,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2020,Balance imports/exports (millions of US dollars),G,-238483,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2021,Balance imports/exports (millions of US dollars),G,-217689,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
826,United Kingdom,2022,Balance imports/exports (millions of US dollars),G,-289728,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,1995,Imports CIF (millions of US dollars),G,1653,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2005,Imports CIF (millions of US dollars),G,3247,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2010,Imports CIF (millions of US dollars),G,8013,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2015,Imports CIF (millions of US dollars),G,14706,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2020,Imports CIF (millions of US dollars),G,8517,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2021,Imports CIF (millions of US dollars),G,10873,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2022,Imports CIF (millions of US dollars),G,15654,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,1995,Exports FOB (millions of US dollars),G,685,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2005,Exports FOB (millions of US dollars),G,1672,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2010,Exports FOB (millions of US dollars),G,4051,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2015,Exports FOB (millions of US dollars),G,5854,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2020,Exports FOB (millions of US dollars),G,6076,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2021,Exports FOB (millions of US dollars),G,6391,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2022,Exports FOB (millions of US dollars),G,6825,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,1995,Balance imports/exports (millions of US dollars),G,-968,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2005,Balance imports/exports (millions of US dollars),G,-1575,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2010,Balance imports/exports (millions of US dollars),G,-3962,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2015,Balance imports/exports (millions of US dollars),G,-8852,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2020,Balance imports/exports (millions of US dollars),G,-2440,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2021,Balance imports/exports (millions of US dollars),G,-4482,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
834,United Rep. of Tanzania,2022,Balance imports/exports (millions of US dollars),G,-8830,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,1995,Imports CIF (millions of US dollars),G,770821,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2005,Imports CIF (millions of US dollars),G,1732321,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2010,Imports CIF (millions of US dollars),G,1968260,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2015,Imports CIF (millions of US dollars),G,2313425,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2020,Imports CIF (millions of US dollars),G,2405382,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2021,Imports CIF (millions of US dollars),G,2932976,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2022,Imports CIF (millions of US dollars),G,3372902,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,1995,Exports FOB (millions of US dollars),G,582965,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2005,Exports FOB (millions of US dollars),G,904339,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2010,Exports FOB (millions of US dollars),G,1278099,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2015,Exports FOB (millions of US dollars),G,1501846,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2020,Exports FOB (millions of US dollars),G,1430254,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2021,Exports FOB (millions of US dollars),G,1753137,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2022,Exports FOB (millions of US dollars),G,2062090,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,1995,Balance imports/exports (millions of US dollars),G,-187857,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2005,Balance imports/exports (millions of US dollars),G,-827981,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2010,Balance imports/exports (millions of US dollars),G,-690161,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2015,Balance imports/exports (millions of US dollars),G,-811579,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2020,Balance imports/exports (millions of US dollars),G,-975128,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2021,Balance imports/exports (millions of US dollars),G,-1179839,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
840,United States of America,2022,Balance imports/exports (millions of US dollars),G,-1310812,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,1995,Imports CIF (millions of US dollars),S,2866,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2005,Imports CIF (millions of US dollars),S,3879,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2010,Imports CIF (millions of US dollars),S,8622,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2015,Imports CIF (millions of US dollars),S,9489,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2020,Imports CIF (millions of US dollars),S,7564,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2021,Imports CIF (millions of US dollars),S,10320,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2022,Imports CIF (millions of US dollars),S,12973,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,1995,Exports FOB (millions of US dollars),S,2106,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2005,Exports FOB (millions of US dollars),S,3422,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2010,Exports FOB (millions of US dollars),S,6724,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2015,Exports FOB (millions of US dollars),S,7670,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2020,Exports FOB (millions of US dollars),S,6864,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2021,Exports FOB (millions of US dollars),S,9541,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2022,Exports FOB (millions of US dollars),S,11190,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,1995,Balance imports/exports (millions of US dollars),S,-760,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2005,Balance imports/exports (millions of US dollars),S,-457,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2010,Balance imports/exports (millions of US dollars),S,-1898,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2015,Balance imports/exports (millions of US dollars),S,-1820,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2020,Balance imports/exports (millions of US dollars),S,-701,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2021,Balance imports/exports (millions of US dollars),S,-779,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
858,Uruguay,2022,Balance imports/exports (millions of US dollars),S,-1783,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,1995,Imports CIF (millions of US dollars),G,2874,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2005,Imports CIF (millions of US dollars),G,3657,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2010,Imports CIF (millions of US dollars),G,8680,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2015,Imports CIF (millions of US dollars),G,12416,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2020,Imports CIF (millions of US dollars),G,20020,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2021,Imports CIF (millions of US dollars),G,23886,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2022,Imports CIF (millions of US dollars),G,28264,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,1995,Exports FOB (millions of US dollars),G,3718,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2005,Exports FOB (millions of US dollars),G,4458,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2010,Exports FOB (millions of US dollars),G,11688,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2015,Exports FOB (millions of US dollars),G,12871,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2020,Exports FOB (millions of US dollars),G,13281,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2021,Exports FOB (millions of US dollars),G,14092,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2022,Exports FOB (millions of US dollars),G,15287,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,1995,Balance imports/exports (millions of US dollars),G,844,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2005,Balance imports/exports (millions of US dollars),G,801,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2010,Balance imports/exports (millions of US dollars),G,3008,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2015,Balance imports/exports (millions of US dollars),G,455,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2020,Balance imports/exports (millions of US dollars),G,-6740,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2021,Balance imports/exports (millions of US dollars),G,-9794,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
860,Uzbekistan,2022,Balance imports/exports (millions of US dollars),G,-12977,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,1995,Imports CIF (millions of US dollars),G,95,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2005,Imports CIF (millions of US dollars),G,149,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2010,Imports CIF (millions of US dollars),G,276,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2015,Imports CIF (millions of US dollars),G,354,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2020,Imports CIF (millions of US dollars),G,245,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2021,Imports CIF (millions of US dollars),G,307,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2022,Imports CIF (millions of US dollars),G,343,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,1995,Exports FOB (millions of US dollars),G,28,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2005,Exports FOB (millions of US dollars),G,38,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2010,Exports FOB (millions of US dollars),G,46,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2015,Exports FOB (millions of US dollars),G,39,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
548,Vanuatu,2020,Exports FOB (millions of US dollars),G,78,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
