Area code,Area,Year,Series,Tourism arrivals series type,Value,Source
534,Sint Maarten (Dutch part),2005,Tourist/visitor arrivals (thousands),TF,468,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2010,Tourist/visitor arrivals (thousands),TF,443,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2019,Tourist/visitor arrivals (thousands),TF,320,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2020,Tourist/visitor arrivals (thousands),TF,106,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2021,Tourist/visitor arrivals (thousands),TF,249,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2010,Tourism expenditure (millions of US dollars),,681,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2019,Tourism expenditure (millions of US dollars),,708,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2020,Tourism expenditure (millions of US dollars),,243,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),2021,Tourism expenditure (millions of US dollars),,499,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,1995,Tourist/visitor arrivals (thousands),TF,903,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2005,Tourist/visitor arrivals (thousands),TF,1515,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2010,Tourist/visitor arrivals (thousands),TF,1327,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2019,Tourist/visitor arrivals (thousands),TF,5630,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,1995,Tourism expenditure (millions of US dollars),,630,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2005,Tourism expenditure (millions of US dollars),,1282,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2010,Tourism expenditure (millions of US dollars),,2334,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2019,Tourism expenditure (millions of US dollars),,3350,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2020,Tourism expenditure (millions of US dollars),,1340,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
703,Slovakia,2021,Tourism expenditure (millions of US dollars),,1179,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,1995,Tourist/visitor arrivals (thousands),TCE,732,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2005,Tourist/visitor arrivals (thousands),TCE,1555,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2010,Tourist/visitor arrivals (thousands),TCE,2049,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2019,Tourist/visitor arrivals (thousands),TCE,4702,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2020,Tourist/visitor arrivals (thousands),TCE,1216,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2021,Tourist/visitor arrivals (thousands),TCE,1832,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,1995,Tourism expenditure (millions of US dollars),,1128,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2005,Tourism expenditure (millions of US dollars),,1894,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2010,Tourism expenditure (millions of US dollars),,2808,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2019,Tourism expenditure (millions of US dollars),,3353,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2020,Tourism expenditure (millions of US dollars),,1461,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
705,Slovenia,2021,Tourism expenditure (millions of US dollars),,2032,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,1995,Tourist/visitor arrivals (thousands),TF,12,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2005,Tourist/visitor arrivals (thousands),TF,9,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2010,Tourist/visitor arrivals (thousands),TF,21,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2019,Tourist/visitor arrivals (thousands),TF,29,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2020,Tourist/visitor arrivals (thousands),TF,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2021,Tourist/visitor arrivals (thousands),TF,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,1995,Tourism expenditure (millions of US dollars),,17,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2005,Tourism expenditure (millions of US dollars),,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2010,Tourism expenditure (millions of US dollars),,51,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2019,Tourism expenditure (millions of US dollars),,82,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
90,Solomon Islands,2020,Tourism expenditure (millions of US dollars),,7,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,1995,Tourist/visitor arrivals (thousands),TF,4488,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2005,Tourist/visitor arrivals (thousands),TF,7369,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2010,Tourist/visitor arrivals (thousands),TF,8074,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2019,Tourist/visitor arrivals (thousands),TF,10228,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2020,Tourist/visitor arrivals (thousands),TF,2802,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2021,Tourist/visitor arrivals (thousands),TF,2256,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,1995,Tourism expenditure (millions of US dollars),,2654,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2005,Tourism expenditure (millions of US dollars),,8629,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2010,Tourism expenditure (millions of US dollars),,10309,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2019,Tourism expenditure (millions of US dollars),,9064,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2020,Tourism expenditure (millions of US dollars),,2716,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
710,South Africa,2021,Tourism expenditure (millions of US dollars),,2113,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,1995,Tourist/visitor arrivals (thousands),TF,32971,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2005,Tourist/visitor arrivals (thousands),TF,55914,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2010,Tourist/visitor arrivals (thousands),TF,52677,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2019,Tourist/visitor arrivals (thousands),TF,83509,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2020,Tourist/visitor arrivals (thousands),TF,18933,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2021,Tourist/visitor arrivals (thousands),TF,31181,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,1995,Tourism expenditure (millions of US dollars),,25368,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2005,Tourism expenditure (millions of US dollars),,51959,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2010,Tourism expenditure (millions of US dollars),,58348,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2019,Tourism expenditure (millions of US dollars),,79571,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2020,Tourism expenditure (millions of US dollars),,18379,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
724,Spain,2021,Tourism expenditure (millions of US dollars),,34183,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,1995,Tourist/visitor arrivals (thousands),TF,403,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2005,Tourist/visitor arrivals (thousands),TF,549,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2010,Tourist/visitor arrivals (thousands),TF,654,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2019,Tourist/visitor arrivals (thousands),TF,1914,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2020,Tourist/visitor arrivals (thousands),TF,508,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2021,Tourist/visitor arrivals (thousands),TF,194,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,1995,Tourism expenditure (millions of US dollars),,367,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2005,Tourism expenditure (millions of US dollars),,729,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2010,Tourism expenditure (millions of US dollars),,1044,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2019,Tourism expenditure (millions of US dollars),,4663,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2020,Tourism expenditure (millions of US dollars),,1076,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
144,Sri Lanka,2021,Tourism expenditure (millions of US dollars),,615,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
275,State of Palestine,2005,Tourist/visitor arrivals (thousands),THS,88,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
